ID;Gender;Ever_Married;Age;Graduated;Profession;Var_1;Family_Size_Imputed;Age_Category;Family_Size_Cat
465100;M;Yes;62;Yes;Artist;Cat_6;2.0;Over 53;2 people
465112;F;Yes;86;No;Lawyer;Cat_6;2.0;Over 53;2 people
465113;M;Yes;67;Yes;Lawyer;Cat_4;2.0;Over 53;2 people
465160;M;Yes;61;Yes;Executive;Cat_6;3.0;Over 53;3 or 4 people
465171;F;Yes;48;Yes;Artist;Cat_6;4.0;Between 41 and 53;3 or 4 people
465189;F;Yes;83;Yes;Lawyer;Cat_6;2.0;Over 53;2 people
465197;F;Yes;60;Yes;Artist;Cat_6;4.0;Over 53;3 or 4 people
465216;M;Yes;35;Yes;Executive;Cat_6;4.0;Between 30 and 41;3 or 4 people
465228;M;Yes;59;Yes;Artist;Cat_6;2.0;Over 53;2 people
465237;M;Yes;70;Yes;Lawyer;Cat_6;2.0;Over 53;2 people
465289;M;Yes;31;Yes;Executive;Cat_6;2.0;Between 30 and 41;2 people
465290;M;Yes;50;Yes;Executive;Cat_6;5.0;Between 41 and 53;5 or more people
465296;F;Yes;85;Yes;Lawyer;Cat_6;3.0;Over 53;3 or 4 people
465342;M;Yes;85;Yes;Executive;Cat_6;2.0;Over 53;2 people
465344;F;Yes;72;Yes;Lawyer;Cat_6;2.0;Over 53;2 people
465358;F;Yes;73;Yes;Artist;Cat_6;2.0;Over 53;2 people
465384;M;Yes;56;Yes;Artist;Cat_6;2.0;Over 53;2 people
465391;F;Yes;65;Yes;Lawyer;Cat_6;2.0;Over 53;2 people
465405;F;Yes;26;Yes;Homemaker;Cat_2;4.0;Under 30;3 or 4 people
465437;M;Yes;45;Yes;Executive;Cat_6;5.0;Between 41 and 53;5 or more people
465458;F;Yes;74;Yes;Artist;Cat_6;2.0;Over 53;2 people
465472;F;Yes;74;No;Entertainment;Cat_6;3.0;Over 53;3 or 4 people
465510;M;Yes;67;No;Lawyer;Cat_6;2.0;Over 53;2 people
465538;M;Yes;59;No;Unknown;Cat_6;2.0;Over 53;2 people
465539;F;Yes;50;Yes;Artist;Cat_6;5.0;Between 41 and 53;5 or more people
465555;F;Yes;69;No;Lawyer;Cat_4;2.0;Over 53;2 people
465568;M;Yes;43;Yes;Executive;Cat_6;3.0;Between 41 and 53;3 or 4 people
465569;M;Yes;36;Yes;Artist;Cat_6;3.0;Between 30 and 41;3 or 4 people
465721;M;Yes;29;Yes;Entertainment;Cat_3;2.0;Under 30;2 people
465831;M;Yes;42;No;Executive;Cat_4;5.0;Between 41 and 53;5 or more people
465851;F;Yes;51;No;Artist;Cat_4;2.0;Between 41 and 53;2 people
465867;F;Yes;40;Yes;Artist;Cat_6;5.0;Between 30 and 41;5 or more people
465884;M;Yes;40;Yes;Executive;Cat_6;3.0;Between 30 and 41;3 or 4 people
465974;M;Yes;45;Yes;Executive;Cat_4;4.0;Between 41 and 53;3 or 4 people
466022;F;Yes;67;No;Engineer;Cat_7;3.0;Over 53;3 or 4 people
466023;M;Yes;71;No;Executive;Cat_7;3.0;Over 53;3 or 4 people
466069;F;Yes;48;Yes;Artist;;4.0;Between 41 and 53;3 or 4 people
466138;M;Yes;70;No;Lawyer;Cat_6;2.0;Over 53;2 people
466166;M;Yes;77;Yes;Lawyer;Cat_4;2.0;Over 53;2 people
466208;M;Yes;69;No;Executive;Cat_6;1.0;Over 53;1 person
466210;F;Yes;58;Yes;Artist;Cat_6;4.0;Over 53;3 or 4 people
466292;F;Yes;79;No;Lawyer;Cat_6;2.0;Over 53;2 people
466373;M;Yes;63;Yes;Executive;Cat_6;1.0;Over 53;1 person
466376;F;Yes;52;No;Homemaker;Cat_6;3.0;Between 41 and 53;3 or 4 people
466382;F;Yes;45;Yes;Engineer;Cat_4;2.0;Between 41 and 53;2 people
466395;F;Yes;39;Yes;Doctor;Cat_4;2.0;Between 30 and 41;2 people
466490;F;Yes;83;No;Lawyer;Cat_6;2.0;Over 53;2 people
466493;M;Yes;77;No;Lawyer;Cat_6;2.0;Over 53;2 people
466500;F;Yes;46;Yes;Artist;Cat_4;3.0;Between 41 and 53;3 or 4 people
466538;M;Yes;84;Yes;Lawyer;Cat_6;2.0;Over 53;2 people
466596;F;Yes;75;Yes;Artist;Cat_6;2.0;Over 53;2 people
466656;M;Yes;79;Yes;Marketing;Cat_6;2.0;Over 53;2 people
466713;F;Yes;68;Yes;Artist;Cat_6;4.0;Over 53;3 or 4 people
466718;M;Yes;73;Yes;Executive;Cat_6;2.0;Over 53;2 people
466725;F;Yes;76;No;Lawyer;Cat_6;2.0;Over 53;2 people
466732;F;Yes;49;Yes;Engineer;Cat_4;2.0;Between 41 and 53;2 people
466746;F;Yes;69;Yes;Lawyer;Cat_6;2.0;Over 53;2 people
466816;M;Yes;82;Yes;Lawyer;Cat_6;2.0;Over 53;2 people
466818;M;Yes;84;No;Executive;Cat_6;2.0;Over 53;2 people
466871;M;Yes;36;Yes;Executive;Cat_6;4.0;Between 30 and 41;3 or 4 people
